cik,original,cloned
1173329,-33.4,-1.1
1631941,3.4,11.5
1316617,-7.0,-1.0
1653199,22.6,15.2
1738720,-0.4,-1.5
1291422,-1.3,150.9
1568132,0.4,4.2
1074273,-6.6,-2.6
1328785,-5.0,41.1
1166402,-6.9,-3.7
1332811,-1.2,-11.2
315032,-4.8,11.8
1291274,5.9,15.0
1503269,-8.7,-10.9
1626757,-8.0,276.5
1315059,10.1,15.0
1816635,30.2,167.2
1801682,34.2,39.5
1465109,-8.6,27.1
1674784,-5.8,4.3
883487,-8.2,12.6
1715635,7.5,34.9
791191,7.0,13.8
1740053,-2.4,-1.8
1599468,0.6,0.1
1525109,-4.7,-0.3
1706028,2.5,22.7
1539338,3.2,14.4
1483870,-4.0,-4.9
1342396,9.3,30.0
1512581,11.8,68.7
1604867,6.1,-5.6
1568338,-24.7,-19.0
1808195,8.3,10.5
1511794,-8.6,-0.2
1697723,63.1,49.7
1138486,-3.8,5.4
915191,-1.9,0.6
944733,-5.2,-1.7
1766596,7.3,17.6
1034550,-34.8,-24.6
1762304,3.3,12.7
1484256,28.0,23.8
1768068,2.3,-18.7
1774437,-1.9,5.3
732847,-18.5,-23.6
1730575,6.7,6.5
1359371,-7.0,-1.8
769317,-13.7,-11.0
1665605,12.7,1.9
700529,-13.5,17.6
1040273,-6.2,-5.2
1637246,2.4,2.5
1455139,-22.9,-38.2
1493215,24.3,19.7
1126328,-0.8,4.8
1442173,-6.6,-6.1
1727993,7.0,8.5
1544554,-15.2,-5.4
1119191,-20.2,70.2
1607278,-6.7,12.5
1768095,23.7,29.1
1532520,83.0,67.8
1056549,-0.7,3.8
1167388,-19.3,116.0
1728321,38.6,175.2
1086364,-5.6,-7.4
1426851,8.9,8.7
1388814,-6.7,32.9
1388028,-6.7,-12.9
1802660,23.9,133.1
1494234,1.0,21.3
1752761,17.8,5.7
1714346,199.4,10.8
1671657,11.1,12.8
1700574,21.5,18.3
1632968,-9.7,-33.8
1590144,25.4,50.0
1570598,-27.3,-26.5
1509550,-10.8,141.1
1665633,23.9,21.0
1713735,-0.8,1.9
1573913,-1.1,0.7
1555283,3.5,-2.6
1799964,-2.0,-0.4
7789,-0.9,90.0
1510677,1.6,-1.1
1396318,-10.2,-10.8
1767812,12.6,15.7
1513006,34.3,91.7
1784277,-11.2,-0.1
1535392,29.3,34.4
1376192,-0.6,5.1
1005817,3.3,4.4
947517,-0.3,3.1
1564702,63.0,20.5
1667163,-1.7,0.4
883677,-13.0,-6.6
1714341,-6.9,-6.4
1134621,2.6,3.1
1779789,22.1,67.3
1545812,3.0,10.0
1533892,-23.3,-22.5
1458425,5.6,57.3
1720346,-22.7,5.0
1666613,6.7,396.0
1453039,21.5,-42.1
1764694,3.6,6.2
1771174,34.0,24.8
2230,-5.4,-1.8
1664771,-6.1,0.1
1641604,2.5,-17.4
52234,-11.7,-25.3
1766392,113.9,89.1
1479355,-57.7,294.8
717538,0.5,4.5
1313559,-25.7,-20.3
1769578,34.0,45.2
1766530,33.9,37.3
1734341,43.1,45.7
1274981,6.5,42.8
1557543,-34.5,-18.8
842180,14.4,35.3
1568990,-14.5,-13.9
1768237,-29.1,7.4
1706248,10.0,13.1
1442573,-15.8,-1.1
860486,20.9,8.5
1308778,-3.0,9.6
1080493,9.9,-2.3
1695214,0.6,13.5
1009215,-39.4,-34.4
1345929,-4.7,20.5
1056515,-8.4,-0.6
1436866,-4.1,-1.7
1340807,-3.6,0.8
1764260,21.4,19.6
1562668,5.5,60.9
1676623,12.1,16.1
1632553,0.3,4.6
902528,100.6,3.4
1585859,44.3,48.3
1391166,98.7,6.0
1388279,-4.4,-7.8
1799900,13.2,19.8
1120048,8.5,19.7
1301050,-14.9,-2.5
1512978,-14.7,-10.7
1598147,-12.1,-6.6
1345576,10.3,120.0
1086763,1.4,-6.0
1632108,-19.0,-5.0
1598381,-11.7,-8.2
878228,-3.6,106.0
1599405,22.8,15.8
759944,122.1,43.3
1040210,23.7,-1.8
1729299,12.8,19.0
1755723,8.4,36.4
928047,6.3,26.6
1425649,3.4,9.1
936941,145.7,16.3
1278573,7.7,12.2
1302842,119.7,-18.8
1799797,20.9,26.7
1492162,-17.4,-11.2
1664324,-18.2,-13.6
1798221,18.1,28.5
1697740,5.6,7.0
1009016,2.1,-0.1
1562453,-16.6,-32.2
1128213,17.4,-1.3
1482935,0.0,2.4
1729094,8.0,64.5
1540531,-2.9,-2.3
1177719,-12.4,-8.1
1317103,-33.3,-26.8
1542266,0.4,17.5
1576053,1.4,7.4
1541625,39.7,240.5
805676,-4.7,288.0
1615982,29.3,41.9
1037389,-2.7,1.9
1767840,-10.0,-6.9
1608057,18.8,28.8
1641438,6.7,8.3
932724,6.0,10.1
1682266,32.3,47.5
1619125,-20.1,-39.7
894205,-5.4,2.8
5272,-13.4,65.4
1536925,2.7,4.3
1730511,16.9,21.2
1001085,11.3,52.7
1732074,-6.3,47.7
315297,-5.8,-5.8
1082339,11.3,20.7
1689470,-8.3,-8.0
1731437,-1.1,2.3
1084208,13.0,0.2
1692038,49.5,42.3
1386928,-5.6,-8.1
1427119,117.4,-0.9
1662212,9.6,36.2
1277158,-14.2,-8.8
1766506,29.0,28.9
1131908,-26.5,-42.7
1054425,83.8,4.1
903064,-11.0,-13.0
1055964,104.7,10.0
1623883,-28.4,-29.5
1567784,89.6,10.9
1803189,4.9,8.6
1766995,0.3,6.2
1226355,-25.9,3.0
1688931,8.3,53.2
1697323,-0.2,-1.9
1729093,-0.6,3.5
763212,-6.6,4.5
1803519,30.9,30.3
1266227,-17.2,-12.5
1263567,-32.6,-24.6
1510848,-1.7,1.2
1818535,-2.0,9.5
1777813,50.0,28.4
1802893,-35.0,-35.0
916542,-3.3,2.0
1426266,-9.8,-4.7
945625,-5.2,10.5
1805824,-11.0,-8.4
1534417,-19.1,-8.1
1352306,-24.1,-16.9
762152,-9.8,28.6
1424367,4.6,9.0
1737109,53.0,55.4
1759176,-0.8,-3.7
763848,-33.0,-29.3
1764008,-21.5,-23.1
1752758,22.6,25.8
1512545,-13.3,-13.8
1381954,-13.6,-7.0
1536186,36.2,38.2
1371726,-1.9,-5.8
1767474,-0.0,4.1
1140331,2.1,8.7
909151,-5.4,-2.5
1666612,24.7,28.7
1481714,5.3,5.5
1121908,-5.0,2.1
1755784,-19.3,-0.5
1426857,-21.0,-11.9
1600064,74.8,83.8
1696438,-11.9,-8.6
1502976,6.0,-0.4
1731497,11.5,14.7
1664713,8.6,9.5
1601384,5.5,146.6
1513038,117.8,5.8
1505961,-17.9,-11.7
1657703,-12.7,159.5
1738728,38.8,116.3
1080298,-7.1,-5.8
1404599,-25.3,-0.8
807985,-33.6,-2.4
1568939,11.6,25.5
1035674,-35.6,-31.7
1722622,-26.8,-62.5
1728318,-9.4,-10.9
1517666,13.7,13.3
1690531,3.2,6.2
1601348,-6.0,32.7
1015079,-13.3,51.2
1444043,8.4,6.9
1696064,1.5,4.2
1582813,-1.7,9.1
1669662,-6.7,-0.7
1792126,16.0,-0.8
1134288,-4.0,-3.9
1256071,-18.2,-11.9
1323953,3.7,16.1
1736225,50.3,42.0
1457833,-1.3,-4.3
1751581,17.6,21.4
1606152,-4.2,-3.8
1351917,15.9,22.0
1713506,-21.7,-25.4
1389933,2.9,-16.9
1591097,-15.1,-25.0
1549275,99.6,140.8
1696867,16.4,25.6
1483276,-31.6,-24.7
1730126,-4.7,-1.0
1633625,18.7,40.9
1473438,-22.3,-18.4
1132716,4.3,14.1
1538449,2.0,1.4
1689872,113.4,156.2
1133639,87.3,76.0
1512746,-8.6,-1.2
1623678,-10.6,-24.6
1838533,-26.1,-1.0
1648711,7.4,-3.6
1461564,-30.9,-22.0
1736648,87.6,125.5
1644128,32.6,181.8
1399360,-9.2,-5.8
1426859,-8.2,4.5
1510481,-9.0,-7.1
1696260,13.4,15.0
1534270,-0.8,18.8
1317195,-10.5,-7.2
1765923,1.2,181.5
1068840,-5.1,-4.1
1730580,-4.1,-2.2
949012,3.9,4.1
1730322,26.3,30.5
1811240,26.4,33.3
1706016,4.5,5.1
1495741,-7.9,-13.8
1050470,-10.4,-2.9
1722283,-0.9,-6.5
33250,-1.9,13.4
1388443,-5.5,-7.1
1765924,141.1,117.8
885118,-18.6,-20.8
872573,97.0,89.8
1014738,146.9,56.2
1569688,53.3,45.7
1697725,14.9,20.4
1407543,29.2,11.3
1586678,17.1,14.5
1600052,7.3,11.4
1730573,4.0,-2.1
1050477,-3.4,-1.5
1121330,-8.4,-0.6
1015083,-11.8,-13.4
1599469,46.2,35.8
1308377,-5.2,-2.7
1135730,-3.5,193.7
1766564,33.6,154.4
1606507,30.6,24.3
1802496,-18.4,-7.3
922940,-16.5,260.4
1787258,21.2,13.6
1079935,21.7,10.4
1800597,-2.2,131.5
1512914,-45.6,-2.1
